Type,Description,Municipality,Community,Update,ExpiryDate,ContractDate,SoldDate,ListPrice,Sold Price,Taxes,StreetName,StNumber,LSC,Days,perc,Bedroom,BedPlus,Baths,Front,ParkingDriveSpaces,Depth,GarageType,Pool,MLS,RemarksForBrokers,RemarksForClients,Extras,Address,PostalCode,Municipality District,Basement1,Basement2
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/11/2021,3/28/2021,9/29/2020,1/11/2021,"$938,000","$875,000","$5,087.08",Main,6590,Sld,104,93,5,2,4,45,6,265,Attached,None,N4938558,"Lock Box For Easy Showings! Basement Has Tenant No Showing , Email To Haishangauto@Yahoo.Ca. , Pleas Sign Attached Covid-19 Questionnaire Form","Stunning Home On Large Lot, Located In The Heart Of Stouffville, Minutes From The Go Train Station, Schools, Churches, Community And Theatre. Own This Amazing Property With 3 Well Maintained Units With Separate Entrances. Property Has Large Yard With Shed And Large Deck","2 Fridges, 2 Stoves, Clothes Washer And Clothes Dryer, Elf's, Shed In Yard. Property Features 3 And 1/2 Bathrooms, Large Well Lit Living Areas.",6590 Main St,L4A7W8,Whitchurch-Stouffville,Finished,Sep Entrance
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/2/2021,7/31/2021,1/25/2021,,"$1,050,000",,"$6,043.62",Manley,10,Ter,8,,5,,4,37.74,4,103,Attached,None,N5093524,"Lock Box For Easy Showings!Please Leave The Lights On. No Preemptive Offer! Offers Presentation 7 Pm On Feb 1st, 2021. Please Attach Schedule B,Form 801, And 5% Bank Draft With Your Offer.Must Call If Late Or Cancelling.Thank You!","Fieldgate Builder**Original Owner Hardwood Fl Throughout On Main & 2nd Fl.Upgrade Kitchen W/ Quartz Countertop, Centre Island,Backsplash.Gas Fireplace In Family Rm.New Interlocking(2018) On Front & Back.No Sidewalk!Direct Access To Garage.Close To All Amenities. Don't Miss!","S/S Appliances:Fridge, Stove,B/I Dishwasher.Washer & Dryer.Water Softener, All Window Coverings.Elves.Roof(2020 Sep),Hwt(Rentel $36.25Per Month),Furnace.",10 Manley Ave,L4A0C5,Whitchurch-Stouffville,Full,Unfinished
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/8/2021,7/31/2021,2/2/2021,2/5/2021,"$1,298,000","$1,298,000","$6,043.62",Manley,10,Sld,3,100,5,,4,37.74,4,103,Attached,None,N5101616,"Lock Box For Easy Showings!Please Leave The Lights On.Please Attach Schedule B,Form 801, And 5% Bank Draft With Your Offer.Must Call If Late Or Cancelling.All Offer Sent To: Harrysiu@Hotmail.Com. Thank You!","Absolutely Stunning 5 Bedrooms Detached Home In The Heart Of Stouffville! Fieldgate Builder**Original Owner** $$$ Spend On Upgrades.Freshly Painting.New Lights Fixtures. Hardwood Fl Throughout On Main & 2nd Fl.Upgrade Kitchen W/ Quartz Countertop, Centre Island,Backsplash.Gas Fireplace In Family Rm.New Interlocking(2018) On Front & Back.No Sidewalk!Direct Access To Garage.Close To All Amenities. Don't Miss!","S/S Appliances:Fridge, Stove,B/I Dishwasher.Washer & Dryer.Water Softener, All Window Coverings.Elves.Roof(2020 Sep),Hwt(Rentel $36.25Per Month),Furnace.",10 Manley Ave,L4A0C5,Whitchurch-Stouffville,Full,Unfinished
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,1/22/2021,4/20/2021,1/22/2021,1/22/2021,"$885,000","$890,000","$3,876.00",Mantle,54,Sld,0,101,3,,3,7.5,1,28,Attached,None,N5091434,"Easy To Showing With Lock Box, Please Sign Covid 19 Disclosure Form Prior Showing. Offer Anytime! Thank You For Showing!","Charming Semi Detached All Brick Home In Sought After Location. Spacious 3 Bedroom, Functional Layout. 9 Foot Ceiling. Fully Fenced Backyard. Hardwood Flooring Main Flr, Pot Lights. Country Kitchen Open To The Family Rm-Breakfast Bar. Cozy Family Rm W/Gas Fireplace. Large Master Bdrm, Direct Access To Garage. Close To All Amenities, School, Plaza, Shopping Malls, Go Station. Excellent School Zone.","All Elf, Fridge, Stove, B/I Dishwasher, Microwave, Washer & Dryer, Central Vac, A/C. Window Coverings.",54 Mantle Ave,L4A0M5,Whitchurch-Stouffville,Full,
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,2/1/2021,4/30/2021,1/31/2021,1/31/2021,"$885,000","$930,000","$3,800.00",Mantle,5,Sld,0,105,3,,3,24.61,1,98,Built-In,None,N5099409,"Easy To Showing With Lock Box, Please Sign Covid 19 Disclosure Form Prior Showing. Offer Anytime! Thank You For Showing!","Well Maintained Semi Detached Executive Home. Functional Layout, 9' Ceiling. Tastefully Designed, Bright & Spacious 3 Bedrooms With Huge Master Ensuite & Frame Less Glass Shower, Walk-In Closest. Lots Of Upgrades, Pot Lights, Hardwood Flooring. Upgraded Kitchen Cabinet W/Center Island, Pantry, Good Size Family Room, Gas Fireplace, Direct Access To Garage. Close To All Amenities, School, Plaza, Shopping Malls, Go Station. Excellent School Zone.","All Elf, S/S Fridge, Stove, B/I D.W, B/I Micro W/ Fan Hood, Front Load Washer & Dryer, Window Coverings. Cac, Pot Lights.",5 Mantle Ave,L4A0M6,Whitchurch-Stouffville,Full,
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,2/16/2021,5/31/2021,2/13/2021,2/14/2021,"$890,000","$970,000","$4,094.00",Mantle,3,Sld,1,109,3,,3,34.32,2,98,Attached,None,N5114826,Please Sign Covid 19 Disclousre Form. Please Use Attached Schedule B. Offer Will Be Reviewed On Feb 20th At 7 Pm. Preemptive Will Consider Without Notice. Thank You For Showing!,"Prenium Corner Lot Semi Detached W/Oversize Backyard. Very Bright W/Lots Of Windows. Walk To Forest, Park, Trails & Splash Pad. Approx. 1771Sqft 9Ft. Ceiling/Main. Hardwood Flr Throughout Except Where Porcelain Floors Laid. Stained Wood Staircase,Upgraded Kitchen,Granite Counter Top,Back Splash,2019 Fridge/Stove, 2019 Washer/Dryer, 2018 Roof, A/C 2018, 2017 Furnace,Water Softener System 2016, Like A New House! Large Coldroom, R/I Bath In Basmt. Mint Cond.","All Elf, New Smart Fridge, S/S Stove, B/I Dishwasher,Cvac, A/C, Water Softener System, Window Coverings, Garage Door Opener & 2 Remotes.Central Vac. Shed. 2nd Flr Laundry Room.",3 Mantle Ave,L4A0M6,Whitchurch-Stouffville,Full,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/18/2021,5/31/2021,1/15/2021,1/16/2021,"$1,049,000","$1,200,000","$5,434.91",Mantle,34,Sld,1,114,4,,3,40.03,2,93,Attached,None,N5085420,Easy To Show With Lockbox. Attach Schedule B & Form 801 With Offer. Buyer To Verify All Measurements And Taxes. Offers Will Be Reviewed On Wednesday January 20th At 6Pm. Register By 4Pm. Seller Reserves The Right To Review Pre-Emptive Offers. Email Offers To Realtornavi@Gmail.Com,"Stunning 4 Bedroom Detached Home Located In A Quiet Highly Desirable Neighbourhood. This Exceptional Spacious Home Features A Sleek Open Concept Newly Renovated Kitchen & Breakfast W S/S Appliances, Gas Fireplace, Granite Countertops, Large Center Island & Upgraded Cabinets. 9' Ceiling On Main, Hardwood Throughout & Bonus Front & Back Yard Interlocking. Mins To Go Station, School, Parks, Shopping & Much More! Come See It Today!","Stainless Steel Appliances (Fridge, Stove, Dishwasher, Rangehood). Washer & Dryer. All Electrical Light Fixtures, All Window Coverings, Water Softener, Security Camera System, Ac, Furnace & Equipment. Hot Water Tank Rental ($30.70 + Hst)",34 Mantle Ave,L4A 0M4,Whitchurch-Stouffville,Unfinished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/10/2021,5/31/2021,3/1/2021,,"$1,089,000",,"$4,855.00",Mantle,11,Ter,9,,3,1,3,29.86,2,98,Attached,None,N5131165,Please Sign Covid 19 Disclosure Form. Easy To Show. Bring Your Offer. Please Use Schedule B & Form 801. Thank You For Showing!,"Well Maintained Solid Built Detached Home In Sought After Stouffville Neighbourhood. 9' Ceiling, Pot Lights. Fully Upgraded Kitchen, Granite Counter Top, Backsplash, Full Stainless Steel Appliances, Hardwood Floor Throughout 1st & 2nd Flr. Solid Oak Staircase, Newly Finished Basement W/Wet Bar & Entertainment Room, Cold Cellar. W/O To Large Deck W/Gazebo, Fully Fenced Yard. Spacious Bdrms Incl Master W/Ensuite & Soaker Tub. Immaculate Condition, Don't Miss!","All Elf, Fridge, Stove, Washer, Dryer, Dishwasher, B/I Micro, Window Coverings, Central A/C, Garage Remotes, Humidifier, Water Softener System(As Is), Gazebo. Hwt(R)",11 Mantle Ave,L4A0M6,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/16/2021,5/31/2021,3/10/2021,,"$1,089,000",,"$4,855.00",Mantle,11,Ter,5,,3,1,3,29.86,2,98,Attached,None,N5145601,Please Sign Covid 19 Disclosure Form. Easy To Show. Bring Your Offer. Please Use Schedule B & Form 801. Thank You For Showing!,"Well Maintained Solid Built Detached Home In Sought After Stouffville Neighbourhood. 9' Ceiling, Pot Lights. Fully Upgraded Kitchen, Granite Counter Top, Backsplash, Full Stainless Steel Appliances, Hardwood Floor Throughout 1st & 2nd Flr. Solid Oak Staircase, Newly Finished Basement W/Wet Bar & Entertainment Room, Cold Cellar. W/O To Large Deck W/Gazebo, Fully Fenced Yard. Spacious Bdrms Incl Master W/Ensuite & Soaker Tub. Immaculate Condition, Don't Miss!","All Elf, Fridge, Stove, Washer, Dryer, Dishwasher, B/I Micro, Window Coverings, Central A/C, Garage Remotes, Humidifier, Water Softener System(As Is), Gazebo. Hwt(R), Exterior Pot Lights.",11 Mantle Ave,L4A0M6,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/20/2021,4/4/2021,1/18/2021,1/19/2021,"$1,199,000","$1,175,000","$6,000.00",Mantle,45,Sld,1,98,4,,3,48.36,2,99,Attached,None,N5087373,**Min 2Hrs Notice For All Showings** No Overlapping Appts** Please Wear Mask During Showings & Follow Covid Protocols** Allow 48 Hrs Irrevocable For All Offers And Attach Schedue B & Form 801**,"Beautiful Sun-Filled Home In Prime Stouffville Community. Approx 2,500Sf W/ 9Ft Ceilings On Main. Lrg Kit / Brkft Area, Centre Island W/Breakfast Bar, Desk Area, Lrg Pantry, & W/O To Patio. F/R W/ Fp & Tv Niche Above. Lrg Master W/ 5Pc Ens, His/Hers Sinks, Soaker Tub And Sep Shower. 2nd Fl Loft Space For Office/Study Area. M/F Laundry, Interior Garage Access, Cold Cellar. S/W Exposure, Wrap-A-Round Porch, Interlock Walkway & Landscaped Gardens.","Incl: S/S Kitchen Aid Appliances (Gas Stove, Fridge, Built-In Dishwasher), Washer/Dryer, Elf's, Existing Window Coverings, Broadloom Where Laid, Gdo + Remote. Hwt Rental. Close To All Amenities, Go, Schools, Parks, Shopping.",45 Mantle Ave,L4A0M7,Whitchurch-Stouffville,Full,Unfinished
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/24/2021,6/30/2021,2/12/2021,,"$1,298,000",,"$5,100.00",Mantle,372,Sus,12,,4,2,4,36.42,4,100,Attached,None,N5113365,"Easy Showing With Lockbox. Pls Follow Covid Protocols. Flexible Closing. Offer Anytime. 5% Certified Deposit. Form801, Scheduleb,Email Offer To :Sunboc@Gmail.Com.Buyer/Buyers Agent Ver All Txs, Msrm,No Survey.","Gorgeous!Show 10+! $$$ Spend On Upgrade* New Finished Basement, 9Ft Ceiling, Oak Hardwood Floor Throughout 1/2nd Floor, Pot Lights, 2nd Floor California Shutters All Bedroom Windows,Quartz Counters/Washrooms, Master Bedroom With Ensuite. Modern Kitchen Upgrade Cabinet, Ceramic Flooring, Open Concept, Eat In Area, Stainless Steel Fridge,Granite Counter Top,Modern Back Splash, Open Concept Family Room With Fireplace, Close To All Amenities, Parks, Transit.",":S/S Fridge, Stove, Dishwasher, Washer, Dryer, Garage Door Opener, Hot Water Tank Rental, All Window Coverings.All Elfs. Deck(2018)",372 Mantle Ave,L4A0R8,Whitchurch-Stouffville,Finished,Full
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/7/2021,6/30/2021,2/25/2021,,"$1,298,000",,"$5,100.00",Mantle,372,Sus,10,,4,2,4,36.42,4,100,Attached,None,N5127049,"Easy Showing With Lockbox. Pls Follow Covid Protocols. 5% Certified Deposit. Form801,Email Offer To :Sunboc@Gmail.Com.Buyer/Buyers Agent Ver All Txs, Msrm,No Survey.",":Gorgeous!$$$ Spend On Upgrade* New Finished Basement, 9Ft Ceiling, Oak Hardwood Floor Throughout 1/2nd Floor, Pot Lights, 2nd Floor California Shutters All Bedroom Windows,Quartz Counters/Washrooms, Master Bedroom With Ensuite. Modern Kitchen Upgrade Cabinet, Ceramic Flooring, Open Concept, Eat In Area, Stainless Steel Fridge,Granite Counter Top,Modern Back Splash, Open Concept Family Room With Fireplace, Close To All Amenities, Parks, Transit.",":S/S Fridge, Stove, Dishwasher, Washer, Dryer(As Is), Garage Door Opener, Hot Water Tank Rental, All Window Coverings.All Elfs. Deck(2018)",372 Mantle Ave,L4A0R8,Whitchurch-Stouffville,Finished,Full
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,3/25/2021,6/30/2021,3/19/2021,3/21/2021,"$999,900","$970,000",$0.00,Markview,55,Sld,2,97,3,,3,20.01,1,91,Attached,None,N5159750,Buyer & Buyers Agent To Verify All Measurements. Move In May 28 - June 24/21. Contact Listing Agent For Showings 416-885-6974.,"Brand New Home Just Over 2,100 Sqr Ft. Modern Stone Front With Large Windows. Smooth Ceilings. Upgraded Kitchen, Upgraded Italian Ceramic Tiles, Solid Oak Stained Stairs & Railing With Iron Pickets. Led Pot Lights Throughout. 2Ndflr Has Laundry Room And 3 Large Bedrooms With Led Pot Lights Large Windows. Master Bedroom With Upgraded Quartz Double Sink Ensuite, Separate Tub & Shower, Main Bathroom Quartz Double Sink Counter Top With Separate Tub. 2nd Laundry.","Energy Star Home, Central Vac, Electronic Air Cleaner, High Efficiency Gas Furnace, Fully Insulated Basement. Just Over 2,100 Sqr Ft.",55 Markview Rd,L4A4W1,Whitchurch-Stouffville,Full,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/13/2021,4/30/2021,12/17/2020,1/12/2021,"$1,498,000","$1,470,000",$0.00,Markview,98,Sld,26,98,4,,5,44.42,4,98,Attached,None,N5067248,5% Deposit Bank Draft Or Certified Cheque. Contact 3rd Agent Lindsey Lumsden 416-268-4869 For Questions. Easy Showings With L/B.,"Brand New Home Built By Deco Homes, 3505 Sqft, 9Ft Smooth Ceilings On Main And 2nd Floor, Waffle Ceilings In Dining & Great Room. White Kitchen With Huge Centre Island, Pantry Wall & Servery Connecting To Dining Room. Master With Coffered Ceiling, His & Hers Walk In Closets, Free Standing Tub, Glass Shower & His And Hers Vanities. 2nd Floor Laundry. Upgraded Walk-Up Basement. Garage Has High Ceilings Able To Accommodate Car Lift. This One Is Stunning!!","Furnace, A/C, Heat Recovery Ventilation Unit, Humidifier, Hwt(Rental). Brand New And Still Under Tarion Warranty. Located: South Of Mantle Ave & East Of 10th Line. Corner Of Markview & Sunnyridge.",98 Markview Rd,L4A 0R7,Whitchurch-Stouffville,Full,Walk-Up
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/18/2021,6/30/2021,1/12/2021,1/15/2021,"$999,900","$1,400,000","$5,123.31",Mill,77,Sld,3,140,4,1,5,48.78,4,125,Detached,None,N5081999,"Offer Presentation January 15 3Pm Register By 1Pm Listing Agent Present At Shwgs, Covid Precautions In Effect. Ask Agent For Sch To Include In Offer. Taxes To Be Reassessed. Buyer & Buyer Agent To Verify All Measurements. Thank You For Showing And Be Safe.","Lovely Home Off Main St Restored To Its Former Glory With All Of The Amenities Of A Modern Home. Main Floor Has A Bright Office Perfect For Working From Home. The Dining Room With A Built In Buffet For When You Feel Like Having A Special Dinner. The Living Room With The Fireplace To Enjoy Conversations. The Kitchen With The Centre Island, Built In Cabinets, Built In Appliances & Walk Out To Covered Porch. Master W/ Glass Shower & Soaker Tub.","Mudroom Is The Perfect Catch All For Everyday Living. Have A Cottage Or Not A Fan Of Yard Word, This Home Has Very Little Yard Maintenace And Is Still Very Private. The Detached Garage Is Oversized For The Car Enthusiast.",77 Mill St,L4A1C6,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/26/2021,6/30/2021,3/22/2021,3/25/2021,"$949,999","$960,000","$4,174.02",Millard,361,Sld,3,101,3,,4,48.49,2,101,Attached,None,N5161671,"Covid Protocols In Effect. Must Wear Masks, Sanitize Hands @ Entry. *1Hr Notice! Please Attach Schedules ""B""+""C""+Form 801 To All Offers. Deposit Cheque Must Be Certified Upon Accept Or Wire Transfer","Great Detached Home In Desirable Location!! Spacious 3 Bd+4Bth, Open Concept, Laminate+Hrdwd Thruout, Eat-In Kitchen, Walkout To Oversized Deck, Large Master With His/Hers Closet And 4Pc Ens. Att Dble Garage W/Double Drive. Walking Distance To Pub/Sep Schools, Stouffville Go Station, Rec. Centre, Parkette, Conservation Area And Much More! Family Friendly Neighborhood In The Heart Of Stouffville.","Applsasis:Fridge,Stove,Dishwasher,Washer,Dryer,All Elfs,All Wndw Covs,Berber Brdlm,B/I Mirror+Shelf In Din Room Inc, Roof(2019),Cac(2015),Gardoor(2020)+Remote,Hwt(R),Furnace-2015(Rtoown$90/M), Fireplace. Excl:Safe+Freezer In Bsmt",361 Millard St,L4A5S4,Whitchurch-Stouffville,Finished,
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,2/25/2021,5/11/2021,2/11/2021,2/23/2021,"$799,000","$880,000","$3,592.20",Miltrose,54,Sld,12,110,3,,3,23,2,88,Built-In,None,N5112849,"Sold Conditional Still Showing. Pillar To Post Inspection Report Available. Ac And Hwt Rental, (Totals $96.93/Month Plus Tax) Attach Schedule 'B' And 'C' (Full Legal Address) And 801. Certified Deposit Only.","Welcome To 54 Miltrose Cres, An Elegant 3 Bedroom Freehold Townhome On A Quiet Family Friendly Street (No Sidewalk) In The Heart Of Wonderful Ever Growing Stouffville. Features An Open Concept Main With Hardwood Floors, Modern Kitchen With Quartz Counters And Backsplash And Walkout To Private Yard. Freshly Painted, Sizeable Bedrooms With Hardwood, Desired School District. Short Walk To School, Close To Parks, Go Train, Short Drive To 404.","Hrdwod Throughout, Inclusions: New Garage Door Opener Installed. Water Filtration System, Water Softener, Smart Thermostat, Upgraded Fixtures, Bbq Gas Line, Gas Stove, Hood Fan, Fridge, Built-Dishwasher, Washer And Dryer. 30"" Fridge In Bsmt",54 Miltrose Cres,L4A0P8,Whitchurch-Stouffville,Full,
Detached,Bungalow,Whitchurch-Stouffville,Stouffville,2/24/2021,5/17/2021,2/17/2021,2/24/2021,"$828,000","$890,000","$4,007.34",Ninth,12201,Sld,7,107,3,2,2,60,4,148,None,None,N5118612,Seller/Brokerage/Salesperson Do Not Warrant Retrofit Of Basement. All Measurements And Taxes To Be Verified By The Buyer/Buyers Agent. 24 Hrs Notice For All Showings. Offer Presentation Date: 2/24/21 10:30 Am. Seller Reserves The Right To Accept Any Pre Emptive Offer.,"Beautiful 3 Bedroom Bungalow In The Heart Of Stouffville With 2 Bedroom Basement Apartment. Huge Lot With Mature Trees. Great Investment Opportunity. Live Upstairs And Let The Basement Pay Off Your Mortgage. Separate Entrance To Basement. Close To Restaurants And Shops, Schools, Public Transit At Door, Short Walk To Go Train.","All Existing: Elf's, 2 Fridges, 2 Stoves, 2 Dishwashers.",12201 Ninth Line,L4A3A4,Whitchurch-Stouffville,Apartment,
Detached,Bungalow,Whitchurch-Stouffville,Stouffville,1/22/2021,2/28/2021,11/3/2020,1/22/2021,"$899,900","$890,000","$4,616.05",Ninth,12202,Sld,80,99,4,1,2,80,6,148,Attached,None,N4980022,"**Require 24 Hrs Notice To Show - 1/2 Appts**(Tenanted) Showing Times: 11Am-7Pm Mon-Sun, Please Show During Those Hours-Thanks~*Call L.A B/Fore Preparing Offer- M.U.S.T Have 3 Business Days Irrevocable ****Legal Cont;(Firstly);T/W Ws3462 Town Of Whitchurch-Stouffville-",Sprawling Ranch Bungalow On Mature Lot-Trees-Spacious Home-Renovated Kitchen-4 Bedrooms On The Main Flr-W/O From Br To Deck-Inlaw Suite Includes The Main Floor Family Room With Front Entrance-Laundry & W/O To Screened Porch & Backyard-Plenty Of Parking-Buyer To Do Their Due Diligence With Possible Severance/Development Opportunities---Walking Distance To Go Train-Shops-Schools-Parks!,Inc Appls-Exc-Drapes-Main Flr Tenanted *Tenant Willing To Stay-Seller Does Not Warrant Retrofit Status Of Bsmt Apt,12202 Ninth Line,L4A3A4,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/8/2021,7/31/2021,3/6/2021,3/7/2021,"$998,000","$1,260,000","$4,797.00",Noah's Farm,2,Sld,1,126,4,,5,46.51,2,118,Attached,None,N5140498,"Offers: Thursday March 11th @6Pm Register By 5Pm. Seller Has The Right To Review Pre-Emptive Offers. Any/All Inquiries Contact 3rd La: Lindsey Lumsden 416-268-4869 /Lindsey@Trentaduetorres.Com. Offers Anytime, Buyer/Buyer's Agent To Verify All Information.","This Amazing Family Home Was Built In 2016 On A Premium Pool Sized Lot. Upgraded Top To Bottom! Hardwood Flooring Throughout. 9Ft Smooth Ceilings With Crown Moulding On Main Level. Great Floor Plan With Dining, Living & Family Room. 4 Large Bedrooms With Rare 3 Bathrooms On Second Level. Fully Finished Basement With 4Pc Bath And Tons Of Storage Space. Close To The Park, Splash Pad, Outdoor Rink & Basketball Courts. No Sidewalk Allowing Additional Parking.","S/S Fridge, S/S Gas Stove, S/S Dishwasher, Washer, Dryer, All Light Fixtures, Gas Fireplace, All Window Coverings, A/C, Water Softener, Garage Door Opener, Shed. Hwt(Rental) Exclude: Bsmt Deep Freeze, Bsmt Fridge, Bsmt Bar Fridge",2 Noah's Farm Tr,L4A4N7,Whitchurch-Stouffville,Finished,
